arquivo,linha,classe,largura,altura,area,categoria
train_93.txt,1,0,0.971875,0.848437,0.824575,provavel_cacho
train_940.txt,3,0,0.467187,0.353125,0.164975,provavel_cacho
train_969.txt,2,0,0.342187,0.5125,0.175371,provavel_cacho
val_1099.txt,2,0,0.921875,0.545312,0.50271,provavel_cacho
val_1373.txt,2,0,0.526563,0.442188,0.23284,provavel_cacho
val_160.txt,1,0,0.775,0.828125,0.641797,provavel_cacho
val_167.txt,3,0,0.890625,0.510938,0.455054,provavel_cacho
val_1694.txt,3,0,0.435937,0.55625,0.24249,provavel_cacho
val_1750.txt,1,0,0.58125,0.717187,0.416865,provavel_cacho
val_292.txt,2,0,0.614062,0.295312,0.18134,provavel_cacho
val_395.txt,3,0,0.410938,0.432812,0.177859,provavel_cacho
val_435.txt,4,0,0.692187,0.323437,0.223879,provavel_cacho
val_493.txt,7,0,0.59375,0.473438,0.281104,provavel_cacho
val_495.txt,2,0,0.395313,0.41875,0.165537,provavel_cacho
val_516.txt,1,0,1.0,0.973437,0.973437,provavel_erro
val_882.txt,4,0,0.353125,0.489063,0.1727,provavel_cacho
val_948.txt,1,0,0.496875,0.56875,0.282598,provavel_cacho
test_1053.txt,1,0,0.598437,0.557813,0.333816,provavel_cacho
test_1131.txt,1,0,0.326562,0.689063,0.225022,provavel_cacho
test_1131.txt,7,0,0.234375,0.696875,0.16333,provavel_cacho
test_1141.txt,1,0,0.740625,0.751563,0.556626,provavel_cacho
test_1224.txt,1,0,0.479687,0.778125,0.373256,provavel_cacho
test_1244.txt,1,0,0.735938,0.473438,0.348421,provavel_cacho
test_1246.txt,1,0,0.8,0.503125,0.4025,provavel_cacho
test_1258.txt,2,0,0.357812,0.496875,0.177788,provavel_cacho
test_1274.txt,1,0,0.879687,0.382812,0.336755,provavel_cacho
test_1279.txt,8,0,0.748437,0.320312,0.239733,provavel_cacho
test_1304.txt,1,0,0.5875,0.645312,0.379121,provavel_cacho
test_1342.txt,1,0,1.0,0.739062,0.739062,provavel_cacho
test_1354.txt,1,0,0.378125,0.79375,0.300137,provavel_cacho
test_1372.txt,1,0,0.4,0.417187,0.166875,provavel_cacho
test_1399.txt,1,0,0.604688,1.0,0.604688,provavel_cacho
test_1415.txt,1,0,0.470313,0.371875,0.174898,provavel_cacho
test_1431.txt,2,0,0.43125,0.567187,0.244599,provavel_cacho
test_1448.txt,2,0,0.89375,0.623437,0.557197,provavel_cacho
test_146.txt,1,0,0.495312,0.567187,0.280935,provavel_cacho
test_1460.txt,4,0,1.0,0.720313,0.720313,provavel_cacho
test_1546.txt,1,0,0.415625,0.40625,0.168848,provavel_cacho
test_1589.txt,1,0,0.31875,0.69375,0.221133,provavel_cacho
test_1595.txt,4,0,0.44375,0.40625,0.180273,provavel_cacho
test_1681.txt,1,0,0.315625,0.75,0.236719,provavel_cacho
test_1725.txt,4,0,0.5,0.826562,0.413281,provavel_cacho
test_173.txt,1,0,1.0,0.792188,0.792188,provavel_cacho
test_1772.txt,1,0,0.30625,0.54375,0.166523,provavel_cacho
test_179.txt,3,0,0.760938,0.929688,0.707435,provavel_cacho
test_1942.txt,7,0,0.36875,0.63125,0.232773,provavel_cacho
test_1983.txt,1,0,0.501563,0.407813,0.204544,provavel_cacho
test_271.txt,1,0,0.670312,0.532813,0.357151,provavel_cacho
test_300.txt,2,0,0.695312,0.623437,0.433483,provavel_cacho
test_345.txt,4,0,0.782813,0.421875,0.330249,provavel_cacho
test_355.txt,1,0,0.254688,0.828125,0.210914,provavel_cacho
test_387.txt,4,0,0.460938,0.495312,0.228308,provavel_cacho
test_415.txt,3,0,0.414062,0.575,0.238086,provavel_cacho
test_424.txt,1,0,0.914062,0.704688,0.644129,provavel_cacho
test_442.txt,2,0,0.779687,0.828125,0.645678,provavel_cacho
test_446.txt,8,0,0.953125,0.476562,0.454223,provavel_cacho
test_449.txt,1,0,0.615625,0.70625,0.434785,provavel_cacho
test_449.txt,2,0,0.454688,0.625,0.28418,provavel_cacho
test_451.txt,1,0,0.91875,0.85,0.780937,provavel_cacho
test_473.txt,1,0,0.648438,0.720313,0.467078,provavel_cacho
test_489.txt,1,0,0.604688,0.4,0.241875,provavel_cacho
test_531.txt,7,0,0.420312,0.457813,0.192424,provavel_cacho
test_545.txt,1,0,0.464062,0.329688,0.152996,provavel_cacho
test_557.txt,1,0,0.484375,0.3375,0.163477,provavel_cacho
test_592.txt,1,0,0.528125,0.798438,0.421675,provavel_cacho
test_593.txt,1,0,0.917188,0.757812,0.695056,provavel_cacho
test_710.txt,4,0,0.504687,0.496875,0.250766,provavel_cacho
test_73.txt,1,0,0.93125,0.960938,0.894874,provavel_cacho
test_733.txt,1,0,0.532813,0.634375,0.338003,provavel_cacho
test_752.txt,1,0,0.74375,0.670312,0.498545,provavel_cacho
test_817.txt,1,0,0.601562,0.2625,0.15791,provavel_cacho
test_834.txt,2,0,0.392188,0.810937,0.31804,provavel_cacho
test_867.txt,2,0,0.389062,0.578125,0.224926,provavel_cacho
test_942.txt,3,0,0.573438,0.41875,0.240127,provavel_cacho
test_952.txt,3,0,0.36875,0.495312,0.182646,provavel_cacho
test_970.txt,1,0,0.375,0.582812,0.218554,provavel_cacho
test_974.txt,7,0,0.479687,0.429688,0.206116,provavel_cacho
test_976.txt,1,0,0.889062,1.0,0.889062,provavel_cacho
test_992.txt,1,0,0.332813,0.604688,0.201248,provavel_cacho
test_992.txt,2,0,0.309375,0.59375,0.183691,provavel_cacho
train_1000.txt,2,0,0.395313,0.482812,0.190862,provavel_cacho
train_1008.txt,1,0,0.576562,0.289062,0.166662,provavel_cacho
train_102.txt,1,0,1.0,0.99375,0.99375,provavel_erro
train_1045.txt,2,0,0.248438,0.676562,0.168084,provavel_cacho
train_1049.txt,2,0,0.4875,0.6875,0.335156,provavel_cacho
train_1054.txt,1,0,0.55,0.335938,0.184766,provavel_cacho
train_1057.txt,1,0,0.66875,0.58125,0.388711,provavel_cacho
train_1062.txt,1,0,0.996875,0.745313,0.742984,provavel_cacho
train_1064.txt,1,0,0.965625,0.370312,0.357583,provavel_cacho
train_1065.txt,1,0,0.314063,0.501563,0.157522,provavel_cacho
train_1067.txt,1,0,0.4,0.585938,0.234375,provavel_cacho
train_1071.txt,1,0,1.0,0.754687,0.754687,provavel_cacho
train_1074.txt,3,0,0.417187,0.454688,0.18969,provavel_cacho
train_1075.txt,1,0,0.85625,0.55,0.470938,provavel_cacho
train_1077.txt,4,0,0.926562,0.651563,0.603714,provavel_cacho
train_1081.txt,3,0,0.365625,0.559375,0.204521,provavel_cacho
train_1084.txt,1,0,0.651563,0.54375,0.354287,provavel_cacho
train_1088.txt,2,0,0.560937,0.45,0.252422,provavel_cacho
train_109.txt,1,0,0.720313,0.739062,0.532356,provavel_cacho
train_109.txt,3,0,0.439063,0.445312,0.19552,provavel_cacho
train_1094.txt,2,0,0.932813,0.892188,0.832245,provavel_cacho
train_1097.txt,1,0,0.66875,0.520312,0.347959,provavel_cacho
train_110.txt,2,0,0.654687,0.7875,0.515566,provavel_cacho
train_1101.txt,1,0,0.484375,0.3125,0.151367,provavel_cacho
train_1116.txt,1,0,0.445312,0.371875,0.1656,provavel_cacho
train_1138.txt,1,0,0.670312,0.671875,0.450366,provavel_cacho
train_114.txt,1,0,0.492188,0.332813,0.163807,provavel_cacho
train_114.txt,3,0,0.659375,0.317188,0.209146,provavel_cacho
train_1140.txt,1,0,0.723437,1.0,0.723437,provavel_cacho
train_1143.txt,3,0,0.63125,0.765625,0.483301,provavel_cacho
train_1148.txt,1,0,0.328125,0.675,0.221484,provavel_cacho
train_115.txt,1,0,0.295312,0.598437,0.176726,provavel_cacho
train_1157.txt,2,0,0.382812,0.826562,0.316418,provavel_cacho
train_1164.txt,1,0,0.267188,0.565625,0.151128,provavel_cacho
train_1172.txt,1,0,0.651563,0.634375,0.413335,provavel_cacho
train_1176.txt,1,0,0.845313,1.0,0.845313,provavel_cacho
train_1179.txt,1,0,0.409375,0.8625,0.353086,provavel_cacho
train_1180.txt,1,0,0.43125,1.0,0.43125,provavel_cacho
train_1182.txt,1,0,0.692187,1.0,0.692187,provavel_cacho
train_1186.txt,2,0,0.559375,0.692187,0.387192,provavel_cacho
train_1192.txt,1,0,0.351562,0.934375,0.328491,provavel_cacho
train_1196.txt,2,0,0.65,0.817187,0.531172,provavel_cacho
train_1199.txt,1,0,0.38125,0.507812,0.193603,provavel_cacho
train_120.txt,1,0,0.515625,0.501563,0.258618,provavel_cacho
train_1202.txt,1,0,0.39375,0.603125,0.23748,provavel_cacho
train_1215.txt,2,0,0.396875,0.396875,0.15751,provavel_cacho
train_1218.txt,1,0,0.370312,0.490625,0.181684,provavel_cacho
train_1222.txt,1,0,0.321875,0.689063,0.221792,provavel_cacho
train_1223.txt,1,0,0.417187,0.751563,0.313542,provavel_cacho
train_1230.txt,1,0,0.445312,0.714063,0.317981,provavel_cacho
train_1232.txt,1,0,0.75625,0.823438,0.622725,provavel_cacho
train_1233.txt,1,0,0.701562,0.767188,0.53823,provavel_cacho
train_1239.txt,1,0,0.409375,0.7625,0.312148,provavel_cacho
train_1239.txt,4,0,0.342187,0.448437,0.153449,provavel_cacho
train_124.txt,1,0,0.515625,0.617188,0.318238,provavel_cacho
train_1243.txt,1,0,0.860938,0.690625,0.594585,provavel_cacho
train_1247.txt,2,0,0.826562,0.6375,0.526933,provavel_cacho
train_1250.txt,5,0,0.457813,0.39375,0.180264,provavel_cacho
train_1261.txt,1,0,0.826562,0.825,0.681914,provavel_cacho
train_1272.txt,2,0,0.559375,0.979688,0.548013,provavel_cacho
train_1273.txt,3,0,0.76875,0.364063,0.279873,provavel_cacho
train_1273.txt,6,0,0.704688,0.267188,0.188284,provavel_cacho
train_1277.txt,4,0,1.0,0.351562,0.351562,provavel_cacho
train_128.txt,2,0,0.903125,0.6875,0.620898,provavel_cacho
train_1284.txt,1,0,0.704688,0.53125,0.374366,provavel_cacho
train_1289.txt,2,0,0.75,0.903125,0.677344,provavel_cacho
train_1291.txt,2,0,0.58125,0.403125,0.234316,provavel_cacho
train_1295.txt,1,0,0.617188,0.46875,0.289307,provavel_cacho
train_13.txt,1,0,0.5625,0.725,0.407812,provavel_cacho
train_1303.txt,1,0,0.703125,0.834375,0.58667,provavel_cacho
train_1307.txt,1,0,0.679688,0.798438,0.542689,provavel_cacho
train_1311.txt,2,0,0.554688,0.501563,0.278211,provavel_cacho
train_1314.txt,3,0,0.571875,0.573438,0.327935,provavel_cacho
train_1316.txt,2,0,0.81875,0.7375,0.603828,provavel_cacho
train_1318.txt,2,0,0.367188,0.448437,0.164661,provavel_cacho
train_1320.txt,2,0,0.425,0.425,0.180625,provavel_cacho
train_1324.txt,3,0,0.564063,0.445312,0.251184,provavel_cacho
train_1334.txt,1,0,1.0,0.64375,0.64375,provavel_cacho
train_1345.txt,1,0,0.484375,0.442188,0.214185,provavel_cacho
train_135.txt,1,0,0.43125,0.614062,0.264814,provavel_cacho
train_1357.txt,1,0,0.375,0.495312,0.185742,provavel_cacho
train_1359.txt,2,0,0.376563,0.775,0.291836,provavel_cacho
train_1365.txt,1,0,0.423438,0.446875,0.189224,provavel_cacho
train_1369.txt,1,0,0.64375,0.745313,0.479795,provavel_cacho
train_137.txt,1,0,0.43125,0.74375,0.320742,provavel_cacho
train_1370.txt,1,0,0.934375,0.90625,0.846777,provavel_cacho
train_1374.txt,3,0,0.628125,0.604688,0.37982,provavel_cacho
train_1376.txt,2,0,0.54375,0.420312,0.228545,provavel_cacho
train_1377.txt,1,0,0.667188,0.490625,0.327339,provavel_cacho
train_139.txt,1,0,0.359375,0.457813,0.164527,provavel_cacho
train_1394.txt,1,0,0.573438,1.0,0.573438,provavel_cacho
train_1419.txt,1,0,0.55,0.660937,0.363515,provavel_cacho
train_142.txt,2,0,0.409375,0.428125,0.175264,provavel_cacho
train_1420.txt,1,0,0.573438,0.404687,0.232063,provavel_cacho
train_1421.txt,1,0,0.560937,0.457813,0.256804,provavel_cacho
train_1429.txt,3,0,0.50625,0.453125,0.229395,provavel_cacho
train_1436.txt,2,0,0.6375,0.648438,0.413379,provavel_cacho
train_144.txt,1,0,1.0,0.990625,0.990625,provavel_erro
train_1441.txt,1,0,1.0,0.445312,0.445312,provavel_cacho
train_145.txt,1,0,0.392188,0.390625,0.153198,provavel_cacho
train_145.txt,2,0,0.7125,0.578125,0.411914,provavel_cacho
train_1454.txt,1,0,0.551562,0.35625,0.196494,provavel_cacho
train_1464.txt,1,0,1.0,0.89375,0.89375,provavel_cacho
train_1465.txt,1,0,1.0,0.909375,0.909375,provavel_cacho
train_1472.txt,1,0,0.50625,0.990625,0.501504,provavel_cacho
train_1478.txt,3,0,0.767188,0.565625,0.433941,provavel_cacho
train_149.txt,1,0,0.7125,1.0,0.7125,provavel_cacho
train_1496.txt,1,0,0.601562,0.582812,0.350598,provavel_cacho
train_1497.txt,1,0,0.3625,0.465625,0.168789,provavel_cacho
train_1497.txt,2,0,0.335938,0.798438,0.268226,provavel_cacho
train_15.txt,2,0,0.504687,0.41875,0.211338,provavel_cacho
train_1501.txt,1,0,0.759375,0.83125,0.63123,provavel_cacho
train_1504.txt,2,0,0.367188,0.46875,0.172119,provavel_cacho
train_1505.txt,1,0,1.0,1.0,1.0,provavel_erro
train_1506.txt,1,0,0.434375,0.579688,0.251802,provavel_cacho
train_1509.txt,1,0,0.45625,0.467187,0.213154,provavel_cacho
train_1514.txt,2,0,0.671875,0.795312,0.53435,provavel_cacho
train_1515.txt,2,0,0.528125,0.635938,0.335855,provavel_cacho
train_152.txt,2,0,0.709375,0.429688,0.30481,provavel_cacho
train_1522.txt,1,0,0.770312,0.784375,0.604213,provavel_cacho
train_1524.txt,1,0,0.33125,0.623437,0.206514,provavel_cacho
train_1526.txt,1,0,0.376563,0.80625,0.303604,provavel_cacho
train_1526.txt,4,0,0.398438,0.534375,0.212915,provavel_cacho
train_153.txt,9,0,0.540625,0.7,0.378437,provavel_cacho
train_1530.txt,3,0,0.403125,0.39375,0.15873,provavel_cacho
train_1545.txt,1,0,0.742188,0.9125,0.677247,provavel_cacho
train_1550.txt,1,0,0.610938,0.790625,0.483023,provavel_cacho
train_1557.txt,1,0,0.384375,0.670312,0.257651,provavel_cacho
train_1558.txt,2,0,0.859375,0.670312,0.576049,provavel_cacho
train_156.txt,4,0,0.523438,0.348438,0.182386,provavel_cacho
train_1561.txt,1,0,1.0,0.964063,0.964063,provavel_erro
train_1567.txt,1,0,0.517188,0.389062,0.201218,provavel_cacho
train_1567.txt,2,0,0.504687,0.68125,0.343818,provavel_cacho
train_1569.txt,1,0,0.389062,0.407813,0.158665,provavel_cacho
train_1572.txt,1,0,1.0,1.0,1.0,provavel_erro
train_1576.txt,3,0,0.56875,0.682813,0.38835,provavel_cacho
train_1578.txt,2,0,0.446875,0.36875,0.164785,provavel_cacho
train_1583.txt,2,0,0.389062,0.670312,0.260793,provavel_cacho
train_1584.txt,1,0,0.704688,0.451562,0.31821,provavel_cacho
train_159.txt,1,0,0.665625,0.86875,0.578262,provavel_cacho
train_159.txt,6,0,0.454688,0.3625,0.164824,provavel_cacho
train_1592.txt,1,0,0.915625,0.839063,0.768267,provavel_cacho
train_1596.txt,1,0,0.385937,0.760938,0.293674,provavel_cacho
train_1605.txt,3,0,0.439063,0.942187,0.413679,provavel_cacho
train_1607.txt,3,0,0.414062,0.504687,0.208972,provavel_cacho
train_1616.txt,4,0,0.789062,0.976562,0.770568,provavel_cacho
train_162.txt,1,0,0.929688,0.996875,0.926783,provavel_cacho
train_1627.txt,1,0,0.240625,0.828125,0.199268,provavel_cacho
train_1638.txt,1,0,0.978125,0.6875,0.672461,provavel_cacho
train_1640.txt,2,0,0.425,0.701562,0.298164,provavel_cacho
train_1648.txt,2,0,0.832812,0.6625,0.551738,provavel_cacho
train_1656.txt,2,0,0.871875,0.725,0.632109,provavel_cacho
train_1657.txt,1,0,0.507812,0.682813,0.346741,provavel_cacho
train_1657.txt,2,0,0.515625,0.375,0.193359,provavel_cacho
train_1661.txt,1,0,0.885938,0.871875,0.772427,provavel_cacho
train_168.txt,1,0,0.307812,0.873437,0.268854,provavel_cacho
train_1684.txt,3,0,0.38125,0.407813,0.155479,provavel_cacho
train_169.txt,1,0,0.7625,0.992188,0.756543,provavel_cacho
train_1705.txt,2,0,0.514062,0.640625,0.329321,provavel_cacho
train_171.txt,1,0,0.873437,0.996875,0.870708,provavel_cacho
train_1716.txt,4,0,0.44375,0.71875,0.318945,provavel_cacho
train_1718.txt,4,0,0.484375,0.4875,0.236133,provavel_cacho
train_1730.txt,3,0,0.60625,0.865625,0.524785,provavel_cacho
train_1731.txt,1,0,0.909375,1.0,0.909375,provavel_cacho
train_1732.txt,4,0,0.570312,0.5875,0.335058,provavel_cacho
train_1733.txt,2,0,0.507812,0.875,0.444336,provavel_cacho
train_1734.txt,4,0,0.520312,0.676562,0.352023,provavel_cacho
train_174.txt,1,0,1.0,0.995313,0.995313,provavel_erro
train_1740.txt,1,0,0.353125,0.551562,0.19477,provavel_cacho
train_1743.txt,2,0,0.945312,0.867188,0.819763,provavel_cacho
train_1746.txt,4,0,0.948438,0.576562,0.546833,provavel_cacho
train_1763.txt,4,0,0.7,0.271875,0.190312,provavel_cacho
train_1766.txt,2,0,0.392188,0.470313,0.184451,provavel_cacho
train_1776.txt,1,0,0.445312,0.4125,0.183691,provavel_cacho
train_1776.txt,5,0,0.376563,0.55625,0.209463,provavel_cacho
train_1778.txt,2,0,0.726562,0.85625,0.622119,provavel_cacho
train_178.txt,4,0,0.80625,0.328125,0.264551,provavel_cacho
train_1782.txt,1,0,0.414062,0.58125,0.240674,provavel_cacho
train_1784.txt,1,0,0.329688,0.728125,0.240054,provavel_cacho
train_1784.txt,3,0,0.342187,0.56875,0.194619,provavel_cacho
train_1797.txt,1,0,0.498437,0.354687,0.176789,provavel_cacho
train_180.txt,1,0,0.63125,0.460938,0.290967,provavel_cacho
train_1816.txt,6,0,0.529687,0.571875,0.302915,provavel_cacho
train_1819.txt,1,0,0.760938,0.785937,0.598049,provavel_cacho
train_1846.txt,1,0,0.375,0.40625,0.152344,provavel_cacho
train_1860.txt,1,0,0.814063,0.939063,0.764456,provavel_cacho
train_1871.txt,2,0,0.848437,1.0,0.848437,provavel_cacho
train_1880.txt,3,0,0.734375,0.764062,0.561108,provavel_cacho
train_1884.txt,1,0,0.60625,0.5125,0.310703,provavel_cacho
train_1886.txt,1,0,0.357812,0.526563,0.188411,provavel_cacho
train_1895.txt,2,0,0.371875,0.570312,0.212085,provavel_cacho
train_1919.txt,1,0,0.40625,0.434375,0.176465,provavel_cacho
train_1924.txt,4,0,0.590625,0.573438,0.338687,provavel_cacho
train_1925.txt,5,0,0.507812,0.365625,0.185669,provavel_cacho
train_1927.txt,1,0,0.790625,0.439063,0.347134,provavel_cacho
train_1938.txt,2,0,0.353125,0.73125,0.258223,provavel_cacho
train_1941.txt,2,0,0.664062,0.367188,0.243836,provavel_cacho
train_1944.txt,4,0,0.442188,0.51875,0.229385,provavel_cacho
train_195.txt,1,0,0.440625,0.54375,0.23959,provavel_cacho
train_196.txt,3,0,0.40625,0.398438,0.161865,provavel_cacho
train_1979.txt,6,0,0.38125,0.496875,0.189434,provavel_cacho
train_2.txt,1,0,0.5625,0.55625,0.312891,provavel_cacho
train_201.txt,1,0,0.564063,0.684375,0.386031,provavel_cacho
train_201.txt,2,0,0.30625,0.534375,0.163652,provavel_cacho
train_209.txt,7,0,0.464062,0.38125,0.176924,provavel_cacho
train_216.txt,2,0,0.567187,0.646875,0.366899,provavel_cacho
train_235.txt,1,0,0.4625,0.942187,0.435761,provavel_cacho
train_240.txt,1,0,0.353125,0.432812,0.152837,provavel_cacho
train_242.txt,5,0,0.664062,0.276562,0.183654,provavel_cacho
train_252.txt,3,0,0.45,0.404687,0.182109,provavel_cacho
train_257.txt,4,0,0.626563,0.801562,0.502229,provavel_cacho
train_259.txt,1,0,0.589063,0.509375,0.300054,provavel_cacho
train_261.txt,2,0,0.589063,0.579688,0.341473,provavel_cacho
train_265.txt,1,0,0.723437,0.209375,0.15147,provavel_cacho
train_265.txt,2,0,0.815625,0.454688,0.370855,provavel_cacho
train_27.txt,1,0,0.425,0.545312,0.231758,provavel_cacho
train_27.txt,2,0,0.345313,0.448437,0.154851,provavel_cacho
train_270.txt,4,0,0.334375,0.557813,0.186519,provavel_cacho
train_272.txt,1,0,0.640625,0.235937,0.151147,provavel_cacho
train_275.txt,3,0,0.479687,0.717187,0.344025,provavel_cacho
train_276.txt,2,0,0.495312,0.398438,0.197351,provavel_cacho
train_276.txt,3,0,0.320312,0.58125,0.186181,provavel_cacho
train_277.txt,1,0,0.659375,0.271875,0.179268,provavel_cacho
train_282.txt,1,0,0.820312,0.192188,0.157654,provavel_cacho
train_282.txt,5,0,0.5,0.3375,0.16875,provavel_cacho
train_290.txt,2,0,0.453125,0.335938,0.152222,provavel_cacho
train_291.txt,6,0,0.9,0.239063,0.215157,provavel_cacho
train_300.txt,1,0,0.598437,0.414062,0.24779,provavel_cacho
train_313.txt,2,0,0.820312,0.607812,0.498595,provavel_cacho
train_313.txt,5,0,0.514062,0.367188,0.188757,provavel_cacho
train_317.txt,5,0,0.626563,0.521875,0.326988,provavel_cacho
train_319.txt,1,0,0.81875,1.0,0.81875,provavel_cacho
train_32.txt,5,0,0.41875,0.379688,0.158994,provavel_cacho
train_324.txt,6,0,0.33125,0.51875,0.171836,provavel_cacho
train_330.txt,1,0,0.421875,0.614062,0.259057,provavel_cacho
train_330.txt,2,0,0.557813,0.3625,0.202207,provavel_cacho
train_344.txt,4,0,0.779687,0.353125,0.275327,provavel_cacho
train_350.txt,4,0,0.607812,0.320312,0.194689,provavel_cacho
train_357.txt,2,0,0.929688,0.945312,0.878845,provavel_cacho
train_358.txt,2,0,0.459375,0.354687,0.162934,provavel_cacho
train_367.txt,6,0,0.671875,0.273438,0.183716,provavel_cacho
train_37.txt,2,0,0.5,0.434375,0.217188,provavel_cacho
train_370.txt,1,0,0.60625,0.428125,0.259551,provavel_cacho
train_373.txt,1,0,0.70625,0.415625,0.293535,provavel_cacho
train_374.txt,1,0,0.904687,1.0,0.904687,provavel_cacho
train_376.txt,1,0,0.457813,0.351562,0.16095,provavel_cacho
train_378.txt,3,0,0.354687,0.457813,0.16238,provavel_cacho
train_389.txt,6,0,0.539062,0.360938,0.194568,provavel_cacho
train_392.txt,1,0,1.0,0.828125,0.828125,provavel_cacho
train_40.txt,1,0,0.546875,0.354687,0.193969,provavel_cacho
train_404.txt,4,0,0.396875,0.453125,0.179834,provavel_cacho
train_408.txt,2,0,0.682813,0.582812,0.397952,provavel_cacho
train_413.txt,2,0,0.671875,0.340625,0.228857,provavel_cacho
